Country	Record	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
Suriname	CBA_GgCO2eq	3.585906e+03	2.993140e+03	2.400374e+03	-5.710338e+03	-7.838891e+02	2.930024e+03	2.806160e+03	3.057290e+03	2.823008e+03	2.592244e+03	2.489316e+03	2.757856e+03	2.080089e+03	2.267442e+03	2.423396e+03	2.484766e+03	2.482434e+03	2.500266e+03	2.805271e+03	2.957395e+03	3.335678e+03	3.317472e+03	3.488828e+03	3.260683e+03	3.263460e+03	3.486689e+03	2.409445e+03	2.262331e+03	2.967096e+03	
Suriname	PBA_tCO2eqperCap	7.111111e+00	7.772397e+00	7.862233e+00	7.453271e+00	7.287356e+00	7.285068e+00	7.343750e+00	7.180617e+00	7	6.451613e+00	6.348195e+00	6.645702e+00	4.626556e+00	4.651639e+00	4.696356e+00	4.589178e+00	4.910891e+00	4.814090e+00	5.241779e+00	5.411090e+00	6.105860e+00	5.289720e+00	5.693161e+00	4.990859e+00	5.171790e+00	5.742397e+00	5.911504e+00	5.884413e+00	5.999864e+00	
Suriname	CBA_tCO2eqperCap	8.854090e+00	7.247313e+00	5.701602e+00	-1.334191e+01	-1.802044e+00	6.629014e+00	6.263750e+00	6.734120e+00	6.136975e+00	5.574718e+00	5.285172e+00	5.781668e+00	4.315537e+00	4.646398e+00	4.905659e+00	4.979490e+00	4.915712e+00	4.892888e+00	5.426055e+00	5.654674e+00	6.305629e+00	6.200882e+00	6.448851e+00	5.961029e+00	5.901375e+00	6.237368e+00	4.264505e+00	3.962051e+00	5.151208e+00	
Suriname	Population	405000	413000	421000	428000	435000	442000	448000	454000	460000	465000	471000	477000	482000	488000	494000	499000	505000	511000	517000	523000	529000	535000	541000	547000	553000	559000	565000	571000	576000	
Suriname	PBA_GgCO2eqPerBnUSDGDP	7.415036e+03	7.163580e+03	8.180919e+03	7.439978e+03	5.235407e+03	4.655934e+03	3.819313e+03	3.518913e+03	2.898681e+03	3.384894e+03	3.155100e+03	3.799686e+03	2.039184e+03	1.781524e+03	1.563245e+03	1.276912e+03	9.442653e+02	8.377000e+02	7.670602e+02	7.302453e+02	7.394015e+02	6.399419e+02	6.184739e+02	5.305341e+02	5.457384e+02	6.705146e+02	1.067450e+03	1.046708e+03	9.993729e+02	
Suriname	CBA_GgCO2eqPerBnUSDGDP	9.232509e+03	6.679626e+03	5.932710e+03	-1.331812e+04	-1.294631e+03	4.236646e+03	3.257630e+03	3.300104e+03	2.541305e+03	2.924824e+03	2.626770e+03	3.305674e+03	1.902101e+03	1.779516e+03	1.632914e+03	1.385514e+03	9.451922e+02	8.514116e+02	7.940264e+02	7.631179e+02	7.635929e+02	7.501729e+02	7.005679e+02	6.336643e+02	6.227257e+02	7.283102e+02	7.700482e+02	7.047618e+02	8.580156e+02	
Suriname	GDP_MilUSD	3.884000e+02	4.481000e+02	4.046000e+02	4.287647e+02	6.054925e+02	6.915905e+02	8.614115e+02	9.264225e+02	1.110850e+03	8.862907e+02	9.476720e+02	8.342794e+02	1.093574e+03	1.274190e+03	1.484093e+03	1.793389e+03	2.626380e+03	2.936612e+03	3.532969e+03	3.875410e+03	4.368398e+03	4.422277e+03	4980	5.145758e+03	5.240606e+03	4.787368e+03	3.128954e+03	3.210065e+03	3.458090e+03	
Swaziland	PBA_GgCO2eq	1930	1910	1900	1610	1960	1950	1870	2670	2640	2690	2600	2500	2510	2470	2510	2500	2410	2560	2530	2410	2360	2370	2540	2470	2570	2550	2560	2660	2660	
Swaziland	CBA_GgCO2eq	3.422964e+03	3.226369e+03	3.029774e+03	-2.076863e+03	9.837058e+02	4.564514e+03	4.329657e+03	5.284524e+03	5.239426e+03	5.173886e+03	5.050697e+03	5.251750e+03	5.122324e+03	5.843072e+03	5.931447e+03	5.875699e+03	5.708370e+03	5.847187e+03	5.696895e+03	6.060286e+03	5.917005e+03	5.902391e+03	5.924811e+03	5.683054e+03	5.650573e+03	5.535447e+03	4.020385e+03	3.855681e+03	4.722743e+03	
Swaziland	PBA_tCO2eqperCap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Swaziland	CBA_tCO2eqperCap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Swaziland	Population	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Swaziland	PBA_GgCO2eqPerBnUSDGDP	1.731403e+03	1.652046e+03	1.478868e+03	1.186260e+03	1.380969e+03	1.147746e+03	1.166737e+03	1.555310e+03	1.674166e+03	1.737856e+03	1.495886e+03	1.620769e+03	1.752514e+03	1.123947e+03	9.061101e+02	7.866270e+02	7.322215e+02	7.378874e+02	7.680414e+02	6.731059e+02	5.316778e+02	4.916503e+02	5.197826e+02	5.372248e+02	5.811449e+02	6.260141e+02	6.665490e+02	5.982571e+02	5.646817e+02	
Swaziland	CBA_GgCO2eqPerBnUSDGDP	3.070741e+03	2.790634e+03	2.358230e+03	-1.530248e+03	6.930954e+02	2.686616e+03	2.701376e+03	3.078304e+03	3.322602e+03	3.342553e+03	2.905871e+03	3.404750e+03	3.576472e+03	2.658827e+03	2.141253e+03	1.848793e+03	1.734353e+03	1.685377e+03	1.729427e+03	1.692620e+03	1.333026e+03	1.224436e+03	1.212446e+03	1.236064e+03	1.277744e+03	1.358928e+03	1.046791e+03	8.671762e+02	1.002574e+03	
Swaziland	GDP_MilUSD	1.114703e+03	1.156142e+03	1.284766e+03	1.357207e+03	1.419293e+03	1.698982e+03	1.602760e+03	1.716700e+03	1.576904e+03	1.547884e+03	1.738101e+03	1.542477e+03	1.432228e+03	2.197613e+03	2.770083e+03	3.178127e+03	3.291354e+03	3.469364e+03	3.294093e+03	3.580417e+03	4.438779e+03	4.820499e+03	4.886659e+03	4.597703e+03	4.422305e+03	4.073391e+03	3.840678e+03	4.446249e+03	4.710618e+03	
Sweden	PBA_GgCO2eq	73100	73100	72500	72800	7.530000e+04	75100	78700	74000	7.450000e+04	7.160000e+04	70400	71100	71800	7.170000e+04	70800	6.820000e+04	69900	6.770000e+04	65400	60700	67000	6.220000e+04	5.880000e+04	57900	5.640000e+04	55300	5.500000e+04	5.450000e+04	5.243399e+04	
Sweden	CBA_GgCO2eq	1.037684e+05	1.009273e+05	9.808620e+04	7.148424e+04	8.820232e+04	1.041906e+05	1.094052e+05	1.041998e+05	1.078996e+05	1.064787e+05	1.094237e+05	1.035780e+05	1.037955e+05	1.080632e+05	1.094850e+05	1.092013e+05	1.126744e+05	1.148124e+05	1.130952e+05	9.787797e+04	1.101986e+05	1.103569e+05	1.082614e+05	1.068334e+05	1.025983e+05	1.016823e+05	1.024042e+05	1.054490e+05	1.129888e+05	
Sweden	PBA_tCO2eqperCap	8.532742e+00	8.475362e+00	8.345804e+00	8.322854e+00	8.558763e+00	8.499321e+00	8.883621e+00	8.343669e+00	8.398151e+00	8.069424e+00	7.926143e+00	7.990560e+00	8.048425e+00	8.010278e+00	7.874541e+00	7.545082e+00	7.684697e+00	7.388410e+00	7.080987e+00	6.517771e+00	7.135250e+00	6.570191e+00	6.161584e+00	6.019963e+00	5.819232e+00	5.663082e+00	5.591704e+00	5.502272e+00	5.258122e+00	
Sweden	CBA_tCO2eqperCap	1.211257e+01	1.170172e+01	1.129115e+01	8.172430e+00	1.002527e+01	1.179160e+01	1.234961e+01	1.174877e+01	1.216318e+01	1.200031e+01	1.231971e+01	1.164059e+01	1.163497e+01	1.207275e+01	1.217718e+01	1.208113e+01	1.238725e+01	1.253000e+01	1.224504e+01	1.050982e+01	1.173574e+01	1.165701e+01	1.134459e+01	1.110765e+01	1.058588e+01	1.041294e+01	1.041116e+01	1.064604e+01	1.133060e+01	
Sweden	Population	8567000	8625000	8687000	8747000	8798000	8836000	8859000	8869000	8871000	8873000	8882000	8898000	8921000	8951000	8991000	9039000	9096000	9163000	9236000	9313000	9390000	9467000	9543000	9618000	9692000	9765000	9836000	9905000	9972000	
Sweden	PBA_GgCO2eqPerBnUSDGDP	2.791715e+02	2.665655e+02	2.549934e+02	3.418589e+02	3.287728e+02	2.809516e+02	2.697572e+02	2.759689e+02	2.751016e+02	2.612450e+02	2.678482e+02	2.933219e+02	2.690660e+02	2.144541e+02	1.838397e+02	1.738829e+02	1.652117e+02	1.378110e+02	1.263265e+02	1.390489e+02	1.351317e+02	1.083446e+02	1.064285e+02	9.866372e+01	9.691321e+01	1.094825e+02	1.066605e+02	1.007359e+02	9.439821e+01	
Sweden	CBA_GgCO2eqPerBnUSDGDP	3.962953e+02	3.680402e+02	3.449839e+02	3.356803e+02	3.851065e+02	3.897805e+02	3.750043e+02	3.885934e+02	3.984342e+02	3.885061e+02	4.163200e+02	4.273092e+02	3.889672e+02	3.232161e+02	2.842894e+02	2.784199e+02	2.663109e+02	2.337136e+02	2.184545e+02	2.242146e+02	2.222586e+02	1.922279e+02	1.959540e+02	1.820481e+02	1.762967e+02	2.013098e+02	1.985907e+02	1.949083e+02	2.034165e+02	
Sweden	GDP_MilUSD	2.618462e+05	2.742290e+05	2.843211e+05	2.129533e+05	2.290336e+05	2.673059e+05	2.917438e+05	2.681461e+05	2.708091e+05	2.740722e+05	2.628355e+05	2.423959e+05	2.668491e+05	3.343372e+05	3.851180e+05	3.922181e+05	4.230934e+05	4.912526e+05	5.177061e+05	4.365370e+05	4.958126e+05	5.740941e+05	5.524837e+05	5.868418e+05	5.819640e+05	5.051038e+05	5.156547e+05	5.410187e+05	5.554554e+05	
Switzerland	PBA_GgCO2eq	52400	5.430000e+04	54100	51500	50500	5.140000e+04	5.200000e+04	50800	5.250000e+04	52200	5.160000e+04	53100	5.140000e+04	5.260000e+04	5.320000e+04	5.390000e+04	5.350000e+04	5.160000e+04	5.300000e+04	5.170000e+04	53200	49100	5.060000e+04	51300	4.750000e+04	4.690000e+04	4.730000e+04	46300	4.595640e+04	
Switzerland	CBA_GgCO2eq	1.411935e+05	1.220863e+05	1.029790e+05	8.246502e+04	9.534403e+04	1.103767e+05	1.070332e+05	1.012564e+05	1.024295e+05	1.025144e+05	1.049016e+05	1.096664e+05	1.061443e+05	1.108712e+05	1.170711e+05	1.197563e+05	1.241103e+05	1.255643e+05	1.285535e+05	1.197632e+05	1.268131e+05	1.262672e+05	1.266892e+05	1.289704e+05	1.229761e+05	1.228829e+05	1.028012e+05	1.055608e+05	1.095048e+05	
Switzerland	PBA_tCO2eqperCap	7.876146e+00	8.081560e+00	7.964081e+00	7.497452e+00	7.278755e+00	7.347055e+00	7.388463e+00	7.186306e+00	7.402707e+00	7.336613e+00	7.222844e+00	7.396573e+00	7.119114e+00	7.237204e+00	7.263790e+00	7.296602e+00	7.173505e+00	6.846225e+00	6.952643e+00	6.702100e+00	6.812652e+00	6.209688e+00	6.318681e+00	6.326304e+00	5.788447e+00	5.652646e+00	5.644391e+00	5.475402e+00	5.390148e+00	
Switzerland	CBA_tCO2eqperCap	2.122253e+01	1.817030e+01	1.515958e+01	1.200539e+01	1.374229e+01	1.577712e+01	1.520790e+01	1.432401e+01	1.444296e+01	1.440821e+01	1.468388e+01	1.527600e+01	1.470142e+01	1.525471e+01	1.598459e+01	1.621177e+01	1.664123e+01	1.665972e+01	1.686390e+01	1.552544e+01	1.623936e+01	1.596904e+01	1.582033e+01	1.590459e+01	1.498613e+01	1.481052e+01	1.226744e+01	1.248353e+01	1.284363e+01	
Switzerland	Population	6653000	6719000	6793000	6869000	6938000	6996000	7038000	7069000	7092000	7115000	7144000	7179000	7220000	7268000	7324000	7387000	7458000	7537000	7623000	7714000	7809000	7907000	8008000	8109000	8206000	8297000	8380000	8456000	8526000	
Switzerland	PBA_GgCO2eqPerBnUSDGDP	2.030484e+02	2.079553e+02	1.990329e+02	1.948153e+02	1.725631e+02	1.500217e+02	1.575320e+02	1.773005e+02	1.779389e+02	1.800543e+02	1.896672e+02	1.905744e+02	1.705280e+02	1.490445e+02	1.349693e+02	1.318850e+02	1.241526e+02	1.075195e+02	9.560514e+01	9.547438e+01	9.112976e+01	7.018500e+01	7.574356e+01	7.450935e+01	6.697852e+01	6.898760e+01	7.045934e+01	6.809319e+01	6.517338e+01	
Switzerland	CBA_GgCO2eqPerBnUSDGDP	5.471206e+02	4.675596e+02	3.788579e+02	3.119504e+02	3.257991e+02	3.221578e+02	3.242529e+02	3.534019e+02	3.471654e+02	3.536047e+02	3.855890e+02	3.935898e+02	3.521512e+02	3.141586e+02	2.970114e+02	2.930253e+02	2.880115e+02	2.616397e+02	2.318939e+02	2.211668e+02	2.172265e+02	1.804901e+02	1.896421e+02	1.873196e+02	1.734055e+02	1.807547e+02	1.531354e+02	1.552477e+02	1.552950e+02	
Switzerland	GDP_MilUSD	2.580666e+05	2.611138e+05	2.718144e+05	2.643530e+05	2.926467e+05	3.426170e+05	3.300917e+05	2.865191e+05	2.950452e+05	2.899125e+05	2.720555e+05	2.786313e+05	3.014168e+05	3.529148e+05	3.941637e+05	4.086894e+05	4.309212e+05	4.799130e+05	5.543635e+05	5.415065e+05	5.837830e+05	6.995796e+05	6.680436e+05	6.885042e+05	7.091826e+05	6.798323e+05	6.713092e+05	6.799505e+05	7.051406e+05	
Syria	PBA_GgCO2eq	61400	69300	72800	78100	80100	73500	73400	69700	77800	78500	76100	70100	59300	74900	71400	71600	74600	87800	87600	82700	81500	76700	63000	53000	46600	62400	60200	59200	5.708388e+04	
Syria	CBA_GgCO2eq	6.101562e+04	6.286649e+04	6.471735e+04	6.222942e+04	6.718739e+04	6.302647e+04	6.234579e+04	5.653409e+04	6.141992e+04	6.269587e+04	6.002660e+04	5.739752e+04	4.901339e+04	5.788993e+04	5.750402e+04	5.568969e+04	6.008896e+04	7.291097e+04	7.467158e+04	7.160670e+04	7.182440e+04	6.952856e+04	5.577900e+04	4.546087e+04	4.187785e+04	5.512122e+04	5.370314e+04	5.244935e+04	5.012957e+04	
Syria	PBA_tCO2eqperCap	4.933312e+00	5.407725e+00	5.520170e+00	5.757464e+00	5.741935e+00	5.123736e+00	4.974922e+00	4.593081e+00	4.987179e+00	4.901961e+00	4.637134e+00	4.180831e+00	3.470881e+00	4.300890e+00	4.004936e+00	3.899570e+00	3.914161e+00	4.416943e+00	4.239257e+00	3.899840e+00	3.815007e+00	3.638175e+00	3.082343e+00	2.707120e+00	2.490514e+00	3.467245e+00	3.446696e+00	3.462798e+00	3.368775e+00	
Syria	CBA_tCO2eqperCap	4.902428e+00	4.905695e+00	4.907291e+00	4.587499e+00	4.816300e+00	4.393619e+00	4.225688e+00	3.725475e+00	3.937175e+00	3.915066e+00	3.657705e+00	3.423243e+00	2.868796e+00	3.324142e+00	3.225489e+00	3.033043e+00	3.152787e+00	3.667923e+00	3.613607e+00	3.376719e+00	3.362093e+00	3.298006e+00	2.729047e+00	2.322039e+00	2.238141e+00	3.062801e+00	3.074724e+00	3.067931e+00	2.958369e+00	
Syria	Population	12446000	12815000	13188000	13565000	13950000	14345000	14754000	15175000	15600000	16014000	16411000	16767000	17085000	17415000	17828000	18361000	19059000	19878000	20664000	21206000	21363000	21082000	20439000	19578000	18711000	17997000	17466000	17096000	16945000	
Syria	PBA_GgCO2eqPerBnUSDGDP	4.988372e+03	5.338229e+03	5.492861e+03	5.702411e+03	7.913440e+03	6.449232e+03	5.322867e+03	4.805162e+03	5.118136e+03	4.945232e+03	3.937722e+03	3.322301e+03	2.747628e+03	3.431350e+03	2.846103e+03	2.481031e+03	2.238033e+03	2.172998e+03	2.075144e+03	1.932525e+03	1.949997e+03	1.898280e+03	1.559213e+03	1.311719e+03	1.153322e+03	1.544363e+03	1.489914e+03	1.465165e+03	1.412792e+03	
Syria	CBA_GgCO2eqPerBnUSDGDP	4.957144e+03	4.842651e+03	4.883014e+03	4.543633e+03	6.637745e+03	5.530235e+03	4.521231e+03	3.897496e+03	4.040560e+03	3.949626e+03	3.106019e+03	2.720283e+03	2.271005e+03	2.652077e+03	2.292190e+03	1.929719e+03	1.802695e+03	1.804503e+03	1.768884e+03	1.673298e+03	1.718495e+03	1.720791e+03	1.380497e+03	1.125130e+03	1.036452e+03	1.364218e+03	1.329121e+03	1.298091e+03	1.240677e+03	
Syria	GDP_MilUSD	1.230862e+04	1.298183e+04	1.325357e+04	1.369596e+04	1.012202e+04	1.139671e+04	1.378956e+04	1.450523e+04	1.520085e+04	1.587388e+04	1.932589e+04	2.109983e+04	2.158225e+04	2.182814e+04	2.508693e+04	2.885897e+04	3.333284e+04	4.040501e+04	4.221394e+04	4.279375e+04	4.179494e+04	4.040501e+04	4.040501e+04	4.040501e+04	4.040501e+04	4.040501e+04	4.040501e+04	4.040501e+04	4.040501e+04	
Taiwan	PBA_GgCO2eq	1.420000e+05	154000	1.640000e+05	176000	1.830000e+05	1.940000e+05	2.040000e+05	220000	2.220000e+05	2.300000e+05	2.440000e+05	2.520000e+05	263000	2.730000e+05	2.880000e+05	2.860000e+05	2.960000e+05	306000	290000	276000	299000	300000	2.930000e+05	2.930000e+05	2.980000e+05	2.960000e+05	3.050000e+05	3.180000e+05	318000	
Taiwan	CBA_GgCO2eq	1.894112e+05	1.872262e+05	1.850412e+05	1.605664e+05	1.777889e+05	1.940566e+05	1.983244e+05	1.995576e+05	2.088768e+05	2.069366e+05	1.785802e+05	2.122060e+05	2.139162e+05	2.114995e+05	1.992901e+05	1.937950e+05	1.907122e+05	1.892785e+05	1.760091e+05	1.716597e+05	1.784743e+05	1.745426e+05	1.694976e+05	1.689073e+05	1.709185e+05	1.691034e+05	1.916743e+05	1.914121e+05	1.785717e+05	
Taiwan	PBA_tCO2eqperCap	6.933932e+00	7.447169e+00	7.858923e+00	8.363032e+00	8.629226e+00	9.084098e+00	9.493229e+00	1.018141e+01	1.022005e+01	1.053162e+01	1.110757e+01	1.139807e+01	1.181385e+01	1.217663e+01	1.276030e+01	1.259579e+01	1.296880e+01	1.334671e+01	1.259829e+01	1.194547e+01	1.289460e+01	1.289269e+01	1.254979e+01	1.250961e+01	1.268517e+01	1.256527e+01	1.291388e+01	1.343189e+01	1.340302e+01	
Taiwan	CBA_tCO2eqperCap	9.249044e+00	9.053929e+00	8.867223e+00	7.629672e+00	8.383502e+00	9.086748e+00	9.229115e+00	9.235358e+00	9.615909e+00	9.475552e+00	8.129476e+00	9.598173e+00	9.609029e+00	9.433521e+00	8.829869e+00	8.534967e+00	8.355773e+00	8.255705e+00	7.646254e+00	7.429548e+00	7.696838e+00	7.501078e+00	7.259932e+00	7.211480e+00	7.275606e+00	7.178476e+00	8.115602e+00	8.084986e+00	7.526413e+00	
Taiwan	Population	20479000	20679000	20868000	21045000	21207000	21356000	21489000	21608000	21722000	21839000	21967000	22109000	22262000	22420000	22570000	22706000	22824000	22927000	23019000	23105000	23188000	23269000	23347000	23422000	23492000	23557000	23618000	23675000	23726000	
Taiwan	PBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Taiwan	CBA_GgCO2eqPerBnUSDGDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Taiwan	GDP_MilUSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Tajikistan	PBA_GgCO2eq	27600	28600	24700	20800	14600	11800	9660	9560	8370	8000	7900	7910	7880	8210	9170	8680	9300	8490	8510	9110	9050	8450	9070	9730	10800	10700	10800	11000	1.215725e+04	
Tajikistan	CBA_GgCO2eq	2.428660e+04	2.222706e+04	2.016752e+04	9.549791e+03	9.027083e+03	1.133197e+04	8.175502e+03	7.990200e+03	7.359663e+03	7.113805e+03	6.105340e+03	6.401215e+03	6.400069e+03	6.843875e+03	7.999740e+03	7.758127e+03	9.097814e+03	8.901704e+03	9.258488e+03	9.768820e+03	1.016455e+04	1.074061e+04	1.168233e+04	1.254930e+04	1.298932e+04	1.342485e+04	1.142667e+04	1.076774e+04	1.372415e+04	
Tajikistan	PBA_tCO2eqperCap	5.223316e+00	5.295316e+00	4.489277e+00	3.718934e+00	2.570875e+00	2.046834e+00	1.651000e+00	1.609970e+00	1.388751e+00	1.307190e+00	1.270914e+00	1.251780e+00	1.226077e+00	1.254968e+00	1.376464e+00	1.278539e+00	1.343348e+00	1.202039e+00	1.180305e+00	1.236931e+00	1.202338e+00	1.097688e+00	1.151746e+00	1.207196e+00	1.308615e+00	1.265673e+00	1.246537e+00	1.238739e+00	1.335814e+00	
Tajikistan	CBA_tCO2eqperCap	4.596253e+00	4.115360e+00	3.665489e+00	1.707454e+00	1.589555e+00	1.965650e+00	1.397283e+00	1.345605e+00	1.221116e+00	1.162386e+00	9.821976e-01	1.013011e+00	9.958096e-01	1.046144e+00	1.200802e+00	1.142750e+00	1.314143e+00	1.260329e+00	1.284118e+00	1.326384e+00	1.350412e+00	1.395247e+00	1.483470e+00	1.556986e+00	1.573891e+00	1.587988e+00	1.318868e+00	1.212583e+00	1.507983e+00	
Tajikistan	Population	5284000	5401000	5502000	5593000	5679000	5765000	5851000	5938000	6027000	6120000	6216000	6319000	6427000	6542000	6662000	6789000	6923000	7063000	7210000	7365000	7527000	7698000	7875000	8060000	8253000	8454000	8664000	8880000	9101000	
Tajikistan	PBA_GgCO2eqPerBnUSDGDP	1.049671e+04	1.128330e+04	1.293704e+04	1.263137e+04	9.592525e+03	9.581288e+03	9.255934e+03	1.037358e+04	6.339746e+03	7.362379e+03	9.180484e+03	7.318863e+03	6.453088e+03	5.278719e+03	4.416760e+03	3.753793e+03	3.285963e+03	2.282561e+03	1.648797e+03	1.829508e+03	1.603990e+03	1.295469e+03	1.188254e+03	1.151688e+03	1.185179e+03	1.362259e+03	1.553358e+03	1.536771e+03	1.616022e+03	
Tajikistan	CBA_GgCO2eqPerBnUSDGDP	9.236574e+03	8.769039e+03	1.056308e+04	5.799373e+03	5.930995e+03	9.201260e+03	7.833531e+03	8.670184e+03	5.574480e+03	6.546816e+03	7.094933e+03	5.922834e+03	5.241143e+03	4.400352e+03	3.853101e+03	3.355116e+03	3.214524e+03	2.393249e+03	1.793816e+03	1.961815e+03	1.801530e+03	1.646643e+03	1.530493e+03	1.485394e+03	1.425433e+03	1.709170e+03	1.643492e+03	1.504322e+03	1.824305e+03	
Tajikistan	GDP_MilUSD	2.629395e+03	2.534720e+03	1.909247e+03	1.646694e+03	1.522018e+03	1.231567e+03	1.043655e+03	9.215721e+02	1.320242e+03	1.086605e+03	8.605211e+02	1.080769e+03	1.221121e+03	1.555301e+03	2.076182e+03	2.312328e+03	2.830221e+03	3.719506e+03	5.161337e+03	4.979482e+03	5.642179e+03	6.522732e+03	7.633050e+03	8.448470e+03	9.112545e+03	7.854602e+03	6.952678e+03	7.157865e+03	7.522948e+03	
Thailand	PBA_GgCO2eq	1.740000e+05	1.870000e+05	198000	2.130000e+05	2.280000e+05	2.480000e+05	267000	274000	2.520000e+05	2.670000e+05	270000	286000	2.990000e+05	322000	342000	3.470000e+05	3.530000e+05	3.620000e+05	3.640000e+05	3.830000e+05	4.040000e+05	3.990000e+05	418000	4.210000e+05	4.340000e+05	4.400000e+05	449000	4.600000e+05	4.709405e+05	
Thailand	CBA_GgCO2eq	1.475943e+05	1.546323e+05	1.616702e+05	1.498915e+05	1.880229e+05	2.254709e+05	2.395335e+05	2.255346e+05	1.904842e+05	2.054787e+05	2.086123e+05	2.210196e+05	2.323833e+05	2.487755e+05	2.671610e+05	2.584160e+05	2.821606e+05	2.933091e+05	3.032938e+05	3.012517e+05	3.349370e+05	3.365631e+05	3.505300e+05	3.599939e+05	3.560123e+05	3.658261e+05	2.997290e+05	3.071318e+05	3.264362e+05	
Thailand	PBA_tCO2eqperCap	3.076488e+00	3.267403e+00	3.424954e+00	3.651136e+00	3.872611e+00	4.170380e+00	4.440379e+00	4.503098e+00	4.091905e+00	4.285783e+00	4.288914e+00	4.501173e+00	4.666844e+00	4.988381e+00	5.261943e+00	5.304513e+00	5.363682e+00	5.469765e+00	5.471134e+00	5.727788e+00	6.012352e+00	5.909535e+00	6.161920e+00	6.178003e+00	6.341414e+00	6.403260e+00	6.509982e+00	6.646438e+00	6.783149e+00	
Thailand	CBA_tCO2eqperCap	2.609610e+00	2.701850e+00	2.796530e+00	2.569363e+00	3.193596e+00	3.791530e+00	3.983595e+00	3.706585e+00	3.093029e+00	3.298267e+00	3.313778e+00	3.478487e+00	3.627079e+00	3.853997e+00	4.110485e+00	3.950349e+00	4.287307e+00	4.431856e+00	4.558685e+00	4.505237e+00	4.984552e+00	4.984791e+00	5.167315e+00	5.282763e+00	5.201892e+00	5.323818e+00	4.345724e+00	4.437679e+00	4.701795e+00	
Thailand	Population	56558000	57232000	57811000	58338000	58875000	59467000	60130000	60847000	61585000	62299000	62953000	63539000	64069000	64550000	64995000	65416000	65813000	66182000	66531000	66867000	67195000	67518000	67836000	68145000	68439000	68715000	68971000	69210000	69428000	
Thailand	PBA_GgCO2eqPerBnUSDGDP	2.038830e+03	1.903604e+03	1.776536e+03	1.652581e+03	1.554367e+03	1.465039e+03	1.458736e+03	1.824470e+03	2.216835e+03	2.107855e+03	2.136207e+03	2.377459e+03	2.226345e+03	2.114516e+03	1.978071e+03	1.832890e+03	1.591824e+03	1.376727e+03	1.249215e+03	1.359552e+03	1.184387e+03	1.075996e+03	1.051418e+03	1.001586e+03	1.065451e+03	1.096448e+03	1.086036e+03	1.008120e+03	9.297678e+02	
Thailand	CBA_GgCO2eqPerBnUSDGDP	1.729424e+03	1.574110e+03	1.450570e+03	1.162947e+03	1.281827e+03	1.331950e+03	1.308675e+03	1.501756e+03	1.675683e+03	1.622170e+03	1.650515e+03	1.837290e+03	1.730319e+03	1.633664e+03	1.545214e+03	1.364980e+03	1.272379e+03	1.115488e+03	1.040877e+03	1.069367e+03	9.819180e+02	9.076206e+02	8.817073e+02	8.564488e+02	8.739944e+02	9.116118e+02	7.249809e+02	6.730996e+02	6.444761e+02	
Thailand	GDP_MilUSD	8.534306e+04	9.823470e+04	1.114529e+05	1.288893e+05	1.466835e+05	1.692788e+05	1.830351e+05	1.501806e+05	1.136756e+05	1.266691e+05	1.263922e+05	1.202965e+05	1.343009e+05	1.522807e+05	1.728957e+05	1.893185e+05	2.217582e+05	2.629425e+05	2.913830e+05	2.817104e+05	3.411048e+05	3.708191e+05	3.975582e+05	4.203332e+05	4.073394e+05	4.012959e+05	4.134301e+05	4.562947e+05	5.065141e+05	
TFYR Macedonia	PBA_GgCO2eq	13200	12500	11900	12300	11900	12100	11800	12600	13200	12800	12500	12600	12900	12500	1.240000e+04	13100	12400	12900	13100	13200	13300	13400	13500	1.260000e+04	12300	1.200000e+04	1.200000e+04	1.260000e+04	1.260000e+04	
TFYR Macedonia	CBA_GgCO2eq	1.265226e+04	1.090098e+04	9.149693e+03	1.222036e+03	5.841876e+03	1.172562e+04	1.070897e+04	1.086538e+04	1.219102e+04	1.191948e+04	1.194715e+04	1.150166e+04	1.176597e+04	1.160559e+04	1.179857e+04	1.229991e+04	1.191062e+04	1.276391e+04	1.331689e+04	1.296150e+04	1.296047e+04	1.336578e+04	1.327018e+04	1.260968e+04	1.221024e+04	1.216402e+04	9.209229e+03	9.190959e+03	1.088920e+04	
TFYR Macedonia	PBA_tCO2eqperCap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TFYR Macedonia	CBA_tCO2eqperCap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
